"year","price_in_euro","power_ps","transmission_type","fuel_type","fuel_consumption_l_100km","mileage_in_km","color_blue","color_silver","color_red","color_grey","color_black","color_white"
2011,28999,200,0,1,8.6,69325,0,0,0,0,0,1
2011,13990,179,0,1,8.4,157000,0,0,0,0,0,1
2011,9250,122,1,1,6.5,190000,0,0,0,0,0,1
2011,15000,140,0,0,5.9,127000,0,0,0,0,0,1
2011,10699,140,1,0,5.3,190000,0,0,0,0,0,1
2011,10900,122,1,1,6.5,159000,0,0,0,0,0,1
2011,10990,150,1,1,6.7,7000,0,0,0,0,0,1
2011,14890,140,0,0,6.4,110872,0,0,0,0,0,1
2011,11950,140,1,0,6.3,186000,0,0,0,0,0,1
2011,9800,140,0,0,6.4,300000,0,0,0,0,0,1
2011,7300,150,1,1,6.7,196974,0,0,0,0,0,1
2011,6200,122,1,1,6.5,159000,0,0,0,0,0,1
2012,13890,170,1,0,6,117000,1,0,0,0,0,0
2012,13950,140,0,0,6.3,131682,1,0,0,0,0,0
2012,9999,170,1,0,6,249999,1,0,0,0,0,0
2012,11900,140,1,0,5.3,132000,1,0,0,0,0,0
2012,14990,179,1,1,8.5,85000,1,0,0,0,0,0
2012,11600,140,1,0,5.3,159400,1,0,0,0,0,0
2012,17990,179,1,1,8.5,104000,1,0,0,0,0,0
2012,12995,140,1,0,5.3,96000,1,0,0,0,0,0
2012,13200,122,1,1,6.5,67000,1,0,0,0,0,0
2012,8499,160,1,1,6.7,235000,1,0,0,0,0,0
2012,11000,122,1,1,6.5,189166,1,0,0,0,0,0
2012,13000,140,0,0,5.9,192000,1,0,0,0,0,0
2012,13400,160,1,1,6.7,10800,0,0,0,1,0,0
2012,13500,170,1,0,6,155000,0,0,0,1,0,0
2012,12900,179,0,1,8.7,183937,0,0,0,1,0,0
2012,14000,140,0,0,5.9,137000,0,0,0,1,0,0
2012,10900,160,1,1,6.7,158000,0,0,0,1,0,0
2012,10790,122,1,1,6.5,52401,0,0,0,1,0,0
2012,12599,150,1,1,7.6,55000,0,0,0,1,0,0
2012,9949,122,1,1,6.5,110410,0,0,0,1,0,0
2012,11999,170,1,0,6,160100,0,0,0,1,0,0
2012,8990,160,1,1,7.6,129590,0,0,0,1,0,0
2012,12990,140,0,0,6,174000,0,0,0,1,0,0
2012,9990,122,1,1,6.5,139860,0,0,0,1,0,0
2012,12900,160,1,1,6.7,108864,0,0,0,1,0,0
2012,12500,140,1,0,6,100102,0,0,0,1,0,0
