"year","price_in_euro","power_ps","transmission_type","fuel_type","fuel_consumption_l_100km","mileage_in_km","color_blue","color_silver","color_red","color_grey","color_black","color_white","k_group"
2009,2299,125,1,1,7,244437,0,0,0,0,1,0,1
2009,3350,116,1,1,6.4,213000,0,0,0,0,1,0,1
2009,4680,109,1,0,4.5,189437,0,0,0,0,1,0,1
2009,1399,109,1,0,4.5,249950,0,0,0,0,1,0,1
2009,4000,145,1,1,7.1,142000,0,0,0,0,1,0,3
2009,5990,101,1,1,6.7,159000,0,0,0,0,1,0,3
2009,3950,80,1,1,6.6,174653,0,0,0,0,1,0,3
2009,4750,101,1,1,6.7,172000,0,0,0,0,1,0,3
2009,3999,101,1,1,6.7,218000,0,0,0,0,1,0,1
2009,2550,109,1,0,4.5,265000,0,0,0,0,1,0,1
2009,5499,101,1,1,6.7,182000,0,0,0,0,1,0,1
2009,3299,101,1,1,6.7,220000,0,0,0,0,1,0,1
2009,9999,145,1,1,7.5,76200,0,0,0,0,1,0,2
2009,3100,101,1,1,6.7,191800,0,0,0,0,1,0,1
2009,4599,101,1,1,6.7,149973,0,0,0,0,1,0,3
2009,3999,116,1,1,6.6,183600,0,0,0,0,1,0,1
2009,5400,125,1,1,7,130320,0,0,0,0,1,0,3
2009,4790,101,1,1,6.7,115000,0,0,0,0,1,0,3
2009,3800,101,1,1,6.7,181000,0,0,0,0,1,0,1
2009,4800,109,1,0,4.5,161000,0,0,0,0,1,0,3
2009,3750,101,1,1,6.7,172000,0,0,0,0,1,0,3
2009,5999,116,1,1,6.6,132000,0,0,0,0,1,0,3
2009,5450,145,1,1,7.1,183000,0,0,0,0,1,0,1
2009,8599,145,1,1,7.5,66000,0,0,0,0,1,0,2
2009,2990,109,1,0,4.5,199000,0,0,0,0,1,0,1
2009,4990,101,0,1,7.7,189500,0,0,0,0,1,0,1
2009,4600,116,1,1,6.6,136000,0,0,0,0,1,0,3
2009,6990,101,1,1,6.7,85000,0,0,0,0,1,0,3
2009,4900,116,1,1,6.6,144000,0,0,0,0,1,0,3
2009,5990,101,1,1,6.7,164480,0,0,0,0,1,0,3
2009,4000,116,1,1,7,194000,0,0,0,0,1,0,1
2009,4490,101,1,1,6.7,170209,0,1,0,0,0,0,3
2009,5900,101,1,1,6.7,65000,0,1,0,0,0,0,2
2009,5899,109,1,0,4.5,117000,0,1,0,0,0,0,3
2009,4590,101,1,1,6.7,180100,0,1,0,0,0,0,1
2009,6200,110,0,0,5.8,157000,0,1,0,0,0,0,3
2009,5000,109,1,0,4.5,156000,0,1,0,0,0,0,3
2009,3800,125,1,1,7,210000,0,1,0,0,0,0,1
2009,2990,116,1,1,6.6,276000,0,1,0,0,0,0,1
2009,3199,116,1,1,6.6,200000,0,1,0,0,0,0,1
2009,6750,116,1,1,6.6,83000,0,1,0,0,0,0,3
2009,6500,101,0,1,7.7,93127,0,1,0,0,0,0,3
2009,2250,109,1,0,4.8,275000,0,1,0,0,0,0,1
2009,14000,226,1,1,9.3,166666,0,1,0,0,0,0,3
2009,4500,116,1,1,6.6,179000,0,1,0,0,0,0,1
2009,6690,109,1,0,4.5,100000,0,0,0,0,0,1,3
2009,3599,109,1,0,4.5,237000,0,0,0,0,0,1,1
2009,3000,90,1,0,4.5,269887,0,0,0,0,0,1,1
2010,4400,109,1,0,4.5,184920,1,0,0,0,0,0,1
2010,3500,109,1,0,4.4,224000,1,0,0,0,0,0,1
2010,5500,101,0,1,7.7,162000,1,0,0,0,0,0,3
2010,3490,80,1,1,6.6,158700,1,0,0,0,0,0,3
2010,3700,109,1,0,4.8,189500,1,0,0,0,0,0,1
2010,37550,305,1,1,9.4,61707,1,0,0,0,0,0,2
2010,4395,101,1,1,6.2,176000,1,0,0,0,0,0,3
2010,8999,145,0,1,8.3,113150,1,0,0,0,0,0,3
2010,3800,109,1,0,4.3,226000,0,0,0,1,0,0,1
2010,2999,109,1,0,4.5,235000,0,0,0,1,0,0,1
2010,3999,109,1,0,4.8,205000,0,0,0,1,0,0,1
2010,6500,116,1,1,6.6,80000,0,0,0,1,0,0,2
2010,2300,109,1,0,4.5,299600,0,0,0,1,0,0,1
2010,3999,109,1,0,4.4,257000,0,0,0,1,0,0,1
2010,6290,101,1,1,5.2,88900,0,0,0,1,0,0,3
2010,2990,109,1,0,4.5,244400,0,0,0,1,0,0,1
2010,2950,109,1,0,4.5,338000,0,0,0,1,0,0,1
2010,3390,116,1,1,6.6,296000,0,0,0,1,0,0,1
2010,3400,101,1,1,6.7,221000,0,0,0,1,0,0,1
2010,3400,101,1,1,6.7,221000,0,0,0,1,0,0,1
2010,4000,90,1,0,4.5,240000,0,0,0,1,0,0,1
2010,6990,101,1,1,6.7,68950,0,0,0,0,1,0,2
2010,2800,109,1,0,4.5,244000,0,0,0,0,1,0,1
2010,5999,101,1,1,6.7,41000,0,0,0,0,1,0,2
2010,4100,101,1,1,6.7,164950,0,0,0,0,1,0,3
2010,9990,109,1,0,4.8,139757,0,0,0,0,1,0,3
2010,4500,226,1,1,9.3,119900,0,0,0,0,1,0,3
2010,3450,109,1,0,4.8,301000,0,0,0,0,1,0,1
2010,4999,101,1,1,6.7,127000,0,0,0,0,1,0,3
2010,4995,125,1,1,7,200000,0,0,0,0,1,0,1
2010,2800,109,1,0,4.4,267169,0,0,0,0,1,0,1
2010,5600,109,1,0,5.6,166415,0,0,0,0,1,0,3
2010,4199,109,1,0,4.4,234300,0,0,0,0,1,0,1
2010,3200,125,1,1,7,223000,0,0,0,0,1,0,1
2010,4750,101,1,1,6.7,143211,0,0,0,0,1,0,3
2010,3550,109,1,0,4.5,188000,0,0,0,0,1,0,1
2010,4300,109,1,0,4.5,146500,0,0,0,0,1,0,3
2010,6990,125,1,1,7,86000,0,0,0,0,1,0,3
2010,5900,101,1,1,6.7,72000,0,0,0,0,1,0,2
2010,3500,116,1,1,6.6,189000,0,0,0,0,1,0,1
2010,3800,109,1,0,4.5,248000,0,0,0,0,1,0,1
2010,3450,109,1,0,4.5,220000,0,0,0,0,1,0,1
2010,4990,101,1,1,6.7,170000,0,0,0,0,1,0,3
2010,4800,101,1,1,6.7,175000,0,0,0,0,1,0,3
2010,3900,116,1,1,6.6,190000,0,0,0,0,1,0,1
2010,2999,136,1,0,5.6,177201,0,0,0,0,1,0,1
2010,6500,101,1,1,7.1,94250,0,0,0,0,1,0,3
2010,4999,101,1,1,6.7,122455,0,0,0,0,1,0,3
2010,4700,109,1,0,4.8,187000,0,0,0,0,1,0,1
2010,2900,109,1,0,4.4,215000,0,0,0,0,1,0,1
2010,3400,101,1,1,6.7,195000,0,1,0,0,0,0,1
2010,5980,101,1,1,6.7,114000,0,1,0,0,0,0,3
2010,3700,101,1,1,6.7,186187,0,1,0,0,0,0,1
2010,5950,101,1,1,6.7,101319,0,1,0,0,0,0,3
2010,4650,109,1,0,4.8,184000,0,1,0,0,0,0,1
2010,4850,145,1,1,7.5,234312,0,1,0,0,0,0,1
2010,4300,101,1,1,6.7,120000,0,1,0,0,0,0,3
2010,5750,101,1,1,6.7,123000,0,1,0,0,0,0,3
2010,8900,109,1,0,4.8,63000,0,1,0,0,0,0,2
2010,5999,101,1,1,6.7,104000,0,1,0,0,0,0,3
2010,6500,101,1,1,6.7,87000,0,1,0,0,0,0,3
2010,5450,80,1,1,6.6,113000,0,1,0,0,0,0,3
2010,8990,145,1,1,7.1,64400,0,1,0,0,0,0,2
2010,5999,101,1,1,6.7,91000,0,1,0,0,0,0,3
2010,6699,109,1,0,4.5,126433,0,1,0,0,0,0,3
2010,4789,101,1,1,6.7,200000,0,1,0,0,0,0,1
2010,3690,109,1,0,4.8,230000,0,1,0,0,0,0,1
2010,3500,101,1,1,6.7,72560,0,1,0,0,0,0,2
2010,5000,101,1,1,6.7,125000,0,1,0,0,0,0,3
2010,3600,125,1,1,7,196832,0,1,0,0,0,0,1
2010,5900,101,1,1,6.7,159587,0,1,0,0,0,0,3
2010,5500,145,1,1,7.1,74000,0,1,0,0,0,0,2
2010,2999,109,1,0,4.5,210000,0,1,0,0,0,0,1
2010,3900,109,1,0,4.4,154500,0,1,0,0,0,0,3
2010,33000,360,1,1,7.7,68000,0,0,0,0,0,1,2
2010,25000,305,1,1,9.4,140000,0,0,0,0,0,1,3
2010,25000,305,1,1,9.4,140000,0,0,0,0,0,1,3
2010,25000,305,1,1,9.4,140000,0,0,0,0,0,1,3
2010,5999,101,1,1,6.7,132000,0,0,0,0,0,1,3
2010,2999,116,1,1,6.6,228000,0,0,0,0,0,1,1
2010,3000,136,1,0,5.6,283000,0,0,0,0,0,1,1
2010,4700,109,1,0,4.5,191200,0,0,0,0,0,1,1
2010,11500,226,1,1,9.3,175000,0,0,0,0,0,1,3
2010,36940,305,1,1,9.4,92500,0,0,0,0,0,1,3
2010,1900,116,1,1,6.6,180000,0,0,0,0,0,1,1
2011,11990,101,1,1,4.8,112299,1,0,0,0,0,0,3
2011,4990,109,1,0,4.5,176780,1,0,0,0,0,0,1
2011,2980,101,1,1,6.7,234000,1,0,0,0,0,0,1
2011,5990,101,1,1,6.7,144950,1,0,0,0,0,0,3
2011,7790,116,1,0,4.2,127615,1,0,0,0,0,0,3
2011,4750,101,1,1,6.7,155000,1,0,0,0,0,0,3
2011,5250,116,1,0,4.2,241000,1,0,0,0,0,0,1
2011,6500,105,1,1,6,155200,1,0,0,0,0,0,3
2011,8990,105,1,1,6,61000,1,0,0,0,0,0,2
2011,4500,105,1,1,5.9,210000,1,0,0,0,0,0,1
2011,5275,90,1,0,4.5,92650,1,0,0,0,0,0,3
2011,9980,150,1,1,5.9,113000,0,0,0,1,0,0,3
2011,6990,116,1,0,4.2,148900,0,0,0,1,0,0,3
2011,7990,116,1,0,4.2,140199,0,0,0,1,0,0,3
2011,7990,125,1,1,6,119174,0,0,0,1,0,0,3
2011,7099,125,1,1,6.3,150000,0,0,0,1,0,0,3
2011,7499,116,1,0,4.2,192397,0,0,0,1,0,0,1
2011,8979,125,1,1,6,118500,0,0,0,1,0,0,3
2011,5700,105,1,1,6.7,156050,0,0,0,1,0,0,3
2011,5900,101,1,1,6.7,130000,0,0,0,1,0,0,3
2011,4500,190,1,0,4.9,310000,0,0,1,0,0,0,1
2011,8590,125,1,1,5.9,96300,0,0,0,0,1,0,3
2011,6366,109,1,0,4.5,129412,0,0,0,0,1,0,3
2011,4500,105,1,1,6,175000,0,0,0,0,1,0,3
2011,10250,150,1,1,5.9,87744,0,0,0,0,1,0,3
2011,6350,116,1,0,4.2,189000,0,0,0,0,1,0,1
2011,4485,105,1,1,6,216279,0,0,0,0,1,0,1
2011,5590,116,1,0,4.2,170000,0,0,0,0,1,0,3
2011,8650,163,1,0,4.9,135300,0,0,0,0,1,0,3
2011,7999,105,1,1,6,87313,0,0,0,0,1,0,3
2011,7650,125,1,1,6,100500,0,0,0,0,1,0,3
2011,7990,150,1,1,5.9,118000,0,0,0,0,1,0,3
2011,3700,109,1,0,4.4,201000,0,0,0,0,1,0,1
2011,3499,101,1,1,6.7,221462,0,0,0,0,1,0,1
2011,4000,125,1,1,5.9,141000,0,0,0,0,1,0,3
2011,9980,101,1,1,6.7,136000,0,0,0,0,1,0,3
2011,8390,105,1,1,6,100348,0,0,0,0,1,0,3
2011,9200,125,1,1,6.3,105843,0,0,0,0,1,0,3
2011,4300,150,1,1,5.9,221486,0,0,0,0,1,0,1
2011,6990,101,1,1,6.7,121864,0,0,0,0,1,0,3
2011,6799,150,1,1,7.6,150100,0,0,0,0,1,0,3
2011,7598,182,1,1,5.9,149150,0,0,0,0,1,0,3
2011,7899,125,1,1,6,131523,0,0,0,0,1,0,3
2011,4490,150,1,1,5.9,140000,0,0,0,0,1,0,3
2011,3899,109,1,0,4.5,186300,0,1,0,0,0,0,1
2011,4800,101,1,1,6.7,122000,0,1,0,0,0,0,3
2011,8000,182,1,1,5.9,128000,0,1,0,0,0,0,3
2011,3800,116,1,0,4.2,194000,0,1,0,0,0,0,1
2011,10499,182,1,1,6,98974,0,1,0,0,0,0,3
2011,6600,105,1,1,6,93000,0,1,0,0,0,0,3
2011,12455,150,1,1,5.9,57000,0,1,0,0,0,0,2
2011,9200,101,1,1,6.7,201883,0,1,0,0,0,0,1
2011,7650,105,1,1,6,100000,0,1,0,0,0,0,3
2011,4500,105,1,1,6,169000,0,1,0,0,0,0,3
2011,5199,109,1,0,4.5,173000,0,1,0,0,0,0,3
2011,6190,105,1,1,6,161000,0,1,0,0,0,0,3
2011,5490,109,1,0,4.5,179460,0,1,0,0,0,0,1
2011,5990,116,1,0,4.2,189175,0,1,0,0,0,0,1
2011,5500,90,1,0,4.4,166000,0,1,0,0,0,0,3
2011,5250,125,1,1,6.3,248000,0,1,0,0,0,0,1
2011,9890,150,1,1,5.9,104120,0,1,0,0,0,0,3
2011,6990,101,1,1,6.7,90900,0,1,0,0,0,0,3
2011,3295,101,1,1,6.7,277500,0,1,0,0,0,0,1
2011,3800,90,1,0,66,270000,0,1,0,0,0,0,1
2011,3790,90,1,0,4.5,154000,0,1,0,0,0,0,3
2011,8000,105,1,1,6,44000,0,1,0,0,0,0,2
2011,4700,95,1,0,4.2,183874,0,1,0,0,0,0,1
2011,10500,105,1,1,5.9,49885,0,1,0,0,0,0,2
2011,5890,101,1,1,6.7,135750,0,1,0,0,0,0,3
2011,7990,125,1,1,5.9,105000,0,1,0,0,0,0,3
2011,5900,109,1,0,4.4,150000,0,1,0,0,0,0,3
2011,4750,105,1,1,6,161772,0,0,0,0,0,1,3
2011,8990,125,1,1,5.9,71120,0,0,0,0,0,1,2
2011,5500,150,1,1,5.9,190000,0,0,0,0,0,1,1
2011,4000,116,0,0,5.2,354168,0,0,0,0,0,1,1
2011,5999,109,1,0,4.3,156000,0,0,0,0,0,1,3
2011,4490,116,1,0,4.2,280000,0,0,0,0,0,1,1
2012,10299,140,0,0,4.9,135000,1,0,0,0,0,0,3
2012,7990,150,1,1,5.9,170000,1,0,0,0,0,0,3
2012,6700,101,1,1,4.8,129480,1,0,0,0,0,0,3
2012,3900,95,1,0,4.2,315570,1,0,0,0,0,0,1
2012,7500,95,1,0,4.5,93200,1,0,0,0,0,0,3
2012,5800,163,0,0,5.2,254000,1,0,0,0,0,0,1
2012,6000,116,1,0,4.2,108000,1,0,0,0,0,0,3
2012,8199,125,1,1,6.3,97900,0,0,0,1,0,0,3
2012,7990,150,1,1,5.9,97147,0,0,0,1,0,0,3
2012,7400,116,1,0,4.2,153900,0,0,0,1,0,0,3
2012,7750,140,1,0,4.9,233500,0,0,0,1,0,0,1
2012,5999,101,1,1,4.7,145500,0,0,0,1,0,0,3
2012,5999,125,1,1,5.1,93601,0,0,0,1,0,0,3
2012,4999,125,0,1,6.4,130000,0,0,0,1,0,0,3
2012,3900,116,1,0,4.2,265000,0,0,0,1,0,0,1
2012,7499,125,1,1,6,119000,0,0,0,1,0,0,3
2012,5999,105,1,1,5.9,223400,0,0,0,1,0,0,1
2012,5985,163,1,0,4.9,191000,0,0,1,0,0,0,1
2012,5990,116,1,0,4.2,245000,0,0,1,0,0,0,1
2012,5600,116,1,0,4.5,231000,0,0,1,0,0,0,1
2012,16900,250,1,1,7.2,52000,0,0,1,0,0,0,2
2012,8399,150,1,1,5.9,127000,0,0,1,0,0,0,3
2012,8850,125,1,1,5.1,117850,0,0,1,0,0,0,3
2012,8999,125,1,1,5.1,110000,0,0,1,0,0,0,3
2012,9250,101,1,1,4.8,65348,0,0,1,0,0,0,2
2012,9999,150,1,1,5.9,152657,0,0,1,0,0,0,3
2012,10990,150,1,1,6,91063,0,0,1,0,0,0,3
2012,9900,182,1,1,6,80000,0,0,1,0,0,0,2
2012,9490,125,1,1,5,68785,0,0,1,0,0,0,2
2012,7000,125,1,1,5.1,220000,0,0,1,0,0,0,1
2012,5999,101,1,1,4.8,101585,0,0,1,0,0,0,3
2012,7500,125,1,1,6.3,128000,0,0,1,0,0,0,3
2012,6500,125,1,1,6,158000,0,0,1,0,0,0,3
2012,5500,105,1,1,5.9,185100,0,0,0,0,1,0,1
2012,7350,150,1,1,5.9,132371,0,0,0,0,1,0,3
2012,11990,250,1,1,7.2,128500,0,0,0,0,1,0,3
2012,7950,116,1,0,4.2,141000,0,0,0,0,1,0,3
2012,5990,101,1,1,4.8,164500,0,0,0,0,1,0,3
2012,7480,125,1,1,5.1,149900,0,0,0,0,1,0,3
2012,7000,80,1,1,6.6,44000,0,0,0,0,1,0,2
2012,10590,163,1,0,4.9,118000,0,0,0,0,1,0,3
2012,9985,150,1,1,5.9,101572,0,0,0,0,1,0,3
2012,6850,150,1,1,5.9,188000,0,0,0,0,1,0,1
2012,9950,116,1,0,4.2,120381,0,0,0,0,1,0,3
2012,6200,116,1,0,4.5,190000,0,0,0,0,1,0,1
2012,6700,125,1,1,6.3,144000,0,0,0,0,1,0,3
2012,6480,116,1,0,4.2,185000,0,0,0,0,1,0,1
2012,5500,101,1,1,4.8,130000,0,0,0,0,1,0,3
2012,5450,95,1,0,4.2,168100,0,0,0,0,1,0,3
2012,11499,250,1,1,7.2,190000,0,0,0,0,1,0,1
2012,5999,105,1,1,5.9,80236,0,0,0,0,1,0,2
2012,6700,125,1,1,6.3,144000,0,0,0,0,1,0,3
2012,3480,116,1,0,4.5,267000,0,0,0,0,1,0,1
2012,3900,150,1,1,5.9,168400,0,0,0,0,1,0,3
2012,4300,125,1,1,6.3,160000,0,0,0,0,1,0,3
2012,9900,182,1,1,6,97000,0,1,0,0,0,0,3
2012,7500,105,1,1,6,111770,0,1,0,0,0,0,3
2012,5500,116,1,0,4.2,250000,0,1,0,0,0,0,1
2012,12999,163,0,0,5.2,18098,0,1,0,0,0,0,2
2012,7690,101,1,1,4.7,117300,0,1,0,0,0,0,3
2012,8495,150,1,1,5.9,83300,0,1,0,0,0,0,3
2012,4790,116,1,0,4.2,178000,0,1,0,0,0,0,1
2012,7890,125,1,1,5,129854,0,1,0,0,0,0,3
2012,8999,150,1,1,5.9,113500,0,1,0,0,0,0,3
2012,6700,125,1,1,5.1,156000,0,1,0,0,0,0,3
2012,3350,116,1,0,4.2,256000,0,1,0,0,0,0,1
2012,10990,125,0,1,6,47000,0,1,0,0,0,0,2
2012,6490,116,1,0,4.2,155704,0,1,0,0,0,0,3
2012,7990,116,1,0,4.5,304732,0,1,0,0,0,0,1
2012,3790,101,1,1,4.8,104512,0,1,0,0,0,0,3
2012,3500,116,1,0,4.2,249000,0,1,0,0,0,0,1
2012,6700,116,1,0,4.2,69300,0,1,0,0,0,0,2
2012,6690,105,1,1,6,148000,0,1,0,0,0,0,3
2012,6990,95,1,0,4.2,154500,0,1,0,0,0,0,3
2012,4990,116,1,0,4.2,269775,0,1,0,0,0,0,1
2012,4990,95,1,0,4.2,171000,0,1,0,0,0,0,3
2012,8500,150,1,1,5.9,135711,0,1,0,0,0,0,3
2012,3499,116,1,0,4.5,280000,0,1,0,0,0,0,1
2012,7500,105,1,1,6,112000,0,1,0,0,0,0,3
2012,8990,182,1,1,6,155800,0,1,0,0,0,0,3
2012,2999,116,1,0,4.5,290000,0,1,0,0,0,0,1
2012,6499,116,1,0,4.5,219000,0,1,0,0,0,0,1
2012,6999,125,1,1,5.1,160164,0,1,0,0,0,0,3
2012,20490,125,1,1,6.3,173000,0,0,0,0,0,1,3
2012,6990,101,1,1,4.8,68800,0,0,0,0,0,1,2
2012,16990,163,1,0,4.9,197000,0,0,0,0,0,1,1
2012,8990,250,1,1,7.2,114500,0,0,0,0,0,1,3
2012,5300,250,1,1,7.2,187000,0,0,0,0,0,1,1
2012,9200,250,1,1,7.2,144630,0,0,0,0,0,1,3
2012,5000,125,1,1,5,100086,0,0,0,0,0,1,3
2012,8500,105,1,1,5.9,103000,0,0,0,0,0,1,3
2012,7750,101,1,1,4.9,126100,0,0,0,0,0,1,3
2013,15980,250,1,1,7.2,57400,1,0,0,0,0,0,2
2013,4925,116,0,0,5.2,142000,1,0,0,0,0,0,3
2013,9999,125,1,1,5.9,98135,1,0,0,0,0,0,3
2013,7290,101,1,1,4.7,82850,1,0,0,0,0,0,3
2013,10490,150,1,1,5.9,146100,1,0,0,0,0,0,3
2013,16990,250,1,1,7.2,75300,1,0,0,0,0,0,2
2013,7600,125,1,1,5,99000,1,0,0,0,0,0,3
2013,8900,125,1,1,5.1,97665,1,0,0,0,0,0,3
2013,12000,250,1,1,7.2,148000,1,0,0,0,0,0,3
2013,4500,150,1,1,5.9,206000,1,0,0,0,0,0,1
2013,9999,125,1,1,4.8,85000,1,0,0,0,0,0,3
2013,6900,125,1,1,5.1,127000,1,0,0,0,0,0,3
2013,7399,101,1,1,4.9,115000,1,0,0,0,0,0,3
2013,5990,101,1,1,4.8,97900,1,0,0,0,0,0,3
2013,7980,101,1,1,4.8,99985,1,0,0,0,0,0,3
2013,4990,116,1,0,4.5,251000,1,0,0,0,0,0,1
2013,6990,125,1,1,5.9,120000,1,0,0,0,0,0,3
2013,4999,116,1,0,4.2,213800,1,0,0,0,0,0,1
2013,6999,86,1,1,6,145648,1,0,0,0,0,0,3
2013,5390,101,1,1,4.7,199000,1,0,0,0,0,0,1
2013,4790,125,1,1,5,125832,1,0,0,0,0,0,3
2013,3995,250,1,1,7.2,136841,1,0,0,0,0,0,3
2013,5998,125,1,1,5.1,192587,1,0,0,0,0,0,1
2013,5700,101,1,1,4.9,91500,1,0,0,0,0,0,3
2013,23290,125,1,1,5.1,75400,1,0,0,0,0,0,2
2013,10950,140,0,0,4.9,113500,0,0,0,1,0,0,3
2013,4900,140,1,0,4.9,279197,0,0,0,1,0,0,1
2013,6990,101,1,1,4.8,110126,0,0,0,1,0,0,3
2013,9990,125,1,1,5.1,97500,0,0,0,1,0,0,3
2013,7800,125,1,1,5.1,134000,0,0,0,1,0,0,3
2013,4600,140,1,0,4.9,268000,0,0,0,1,0,0,1
2013,7500,116,1,0,4.2,174000,0,0,0,1,0,0,3
2013,4400,116,0,0,5.2,241567,0,0,0,1,0,0,1
2013,4995,101,1,1,4.8,122547,0,0,0,1,0,0,3
2013,9950,140,0,0,4.9,120000,0,0,0,1,0,0,3
2013,6999,116,1,0,4.2,180000,0,0,0,1,0,0,1
2013,9800,125,1,1,5.1,60000,0,0,0,1,0,0,2
2013,8980,125,1,1,5,105600,0,0,0,1,0,0,3
2013,7380,125,1,1,5.1,115850,0,0,0,1,0,0,3
2013,3999,125,1,1,5.1,190000,0,0,0,1,0,0,1
2013,12988,101,1,1,4.7,119938,0,0,1,0,0,0,3
2013,10499,125,0,1,6,98000,0,0,1,0,0,0,3
2013,8760,150,1,1,5.9,114324,0,0,1,0,0,0,3
2013,6950,101,1,1,4.8,111050,0,0,1,0,0,0,3
2013,7000,105,1,0,3.4,185400,0,0,1,0,0,0,1
2013,7999,250,1,1,7.2,198514,0,0,0,0,1,0,1
2013,10399,150,1,1,5.9,96933,0,0,0,0,1,0,3
2013,8999,101,1,1,4.7,90000,0,0,0,0,1,0,3
2013,8750,101,1,1,4.7,90000,0,0,0,0,1,0,3
2013,9999,150,1,1,5.9,99083,0,0,0,0,1,0,3
2013,7250,250,1,1,7.2,96150,0,0,0,0,1,0,3
2013,27000,125,1,1,5,99999,0,0,0,0,1,0,3
2013,5190,95,1,0,4.5,196473,0,0,0,0,1,0,1
2013,12900,150,1,1,5.9,36714,0,0,0,0,1,0,2
2013,5000,140,1,0,5.2,270000,0,0,0,0,1,0,1
2013,4600,101,1,1,4.7,234765,0,0,0,0,1,0,1
2013,8888,163,0,0,5.2,155000,0,0,0,0,1,0,3
2013,12850,150,1,1,5.9,32014,0,0,0,0,1,0,2
2013,4999,125,1,1,5.1,119500,0,0,0,0,1,0,3
2013,4990,150,1,1,5.9,195000,0,0,0,0,1,0,1
2013,7999,125,1,1,5.1,135000,0,0,0,0,1,0,3
2013,8490,101,1,1,4.8,90000,0,0,0,0,1,0,3
2013,10990,182,1,1,6,127000,0,0,0,0,1,0,3
2013,9300,140,1,0,4.9,106910,0,0,0,0,1,0,3
2013,8000,101,1,1,4.8,115180,0,0,0,0,1,0,3
2013,11500,125,1,1,5,85000,0,0,0,0,1,0,3
2013,12000,250,1,1,7.2,107000,0,0,0,0,1,0,3
2013,12750,250,1,1,7.2,110000,0,0,0,0,1,0,3
2013,5900,116,1,0,4.2,160720,0,0,0,0,1,0,3
2013,9999,140,0,0,5.2,120223,0,0,0,0,1,0,3
2013,15475,250,1,1,7.2,117000,0,0,0,0,1,0,3
2013,11890,150,1,1,5.9,129873,0,0,0,0,1,0,3
2013,11899,163,0,0,4.9,84000,0,0,0,0,1,0,3
2013,11790,250,1,1,7.2,167214,0,0,0,0,1,0,3
2013,3500,125,1,1,5,154000,0,0,0,0,1,0,3
2013,7999,116,1,0,4.2,131000,0,0,0,0,1,0,3
2013,5800,125,1,1,5.1,127750,0,0,0,0,1,0,3
2013,7995,140,1,0,5,183400,0,0,0,0,1,0,1
2013,3890,125,1,1,5.2,182000,0,0,0,0,1,0,1
2013,6499,125,1,1,5,160000,0,0,0,0,1,0,3
2013,7900,125,1,1,5.1,101256,0,0,0,0,1,0,3
2013,4500,125,1,1,5,231000,0,0,0,0,1,0,1
2013,4900,140,0,0,5.2,224000,0,0,0,0,1,0,1
2013,9285,125,0,1,6.3,116890,0,0,0,0,1,0,3
2013,4550,101,1,1,4.8,137000,0,0,0,0,1,0,3
2013,10990,125,1,1,5.1,120200,0,0,0,0,1,0,3
2013,6500,116,1,0,4.2,199000,0,0,0,0,1,0,1
2013,12950,140,0,0,4.9,78497,0,0,0,0,1,0,2
2013,6499,125,1,1,5.1,146000,0,0,0,0,1,0,3
2013,7990,140,1,0,4.9,190000,0,0,0,0,1,0,1
2013,6800,163,1,0,5.2,209000,0,0,0,0,1,0,1
2013,6200,116,0,0,5.2,226000,0,1,0,0,0,0,1
2013,6100,105,1,0,3.7,217000,0,1,0,0,0,0,1
2013,2900,101,1,1,4.8,137000,0,1,0,0,0,0,3
2013,3400,125,1,1,5,186140,0,1,0,0,0,0,1
2013,5980,116,1,0,4.2,194000,0,1,0,0,0,0,1
2013,6999,116,1,0,4.2,163126,0,1,0,0,0,0,3
2013,7799,116,0,0,5.2,170700,0,1,0,0,0,0,3
2013,5700,116,1,0,4.2,186000,0,1,0,0,0,0,1
2013,4000,116,1,0,4.5,198000,0,1,0,0,0,0,1
2013,5980,140,1,0,4.9,200000,0,1,0,0,0,0,1
2013,4899,95,1,0,4.2,199997,0,1,0,0,0,0,1
2013,5000,140,1,0,4.9,292000,0,1,0,0,0,0,1
2013,9990,101,1,1,4.8,38664,0,1,0,0,0,0,2
2013,7500,101,1,1,4.8,129957,0,1,0,0,0,0,3
2013,6990,116,1,0,4.2,171000,0,1,0,0,0,0,3
2013,8500,116,1,0,4.2,99300,0,1,0,0,0,0,3
2013,8470,116,1,0,4.5,121100,0,1,0,0,0,0,3
2013,9990,125,1,1,5.1,82650,0,1,0,0,0,0,3
2013,7700,101,1,1,4.8,120000,0,1,0,0,0,0,3
2013,8900,125,1,1,5.1,135070,0,1,0,0,0,0,3
2013,5999,116,1,0,4.2,203000,0,1,0,0,0,0,1
2013,10990,116,0,0,5.2,66000,0,1,0,0,0,0,2
2013,7950,125,1,1,5.1,92118,0,1,0,0,0,0,3
2013,5950,116,1,0,4.2,143679,0,1,0,0,0,0,3
2013,6000,140,1,0,4.9,124990,0,1,0,0,0,0,3
2013,6700,101,1,1,4.8,91000,0,0,0,0,0,1,3
2013,9900,125,1,1,5,142000,0,0,0,0,0,1,3
2013,4500,101,1,1,4.7,194000,0,0,0,0,0,1,1
2013,5700,101,1,1,4.9,133500,0,0,0,0,0,1,3
2013,13900,250,1,1,7.2,110000,0,0,0,0,0,1,3
2013,6490,101,1,1,4.8,155000,0,0,0,0,0,1,3
2013,6999,125,1,1,5.1,119000,0,0,0,0,0,1,3
