연번,호선,고유역번호(외부역코드),역명,승하차구분,수송연월,승하차인원수
3484,4,425,회현(남대문시장),하차,2022-07,166356
3485,4,426,서울역,승차,2022-07,29672
3486,4,426,서울역,하차,2022-07,36615
3487,4,427,숙대입구(갈월),승차,2022-07,41839
3488,4,427,숙대입구(갈월),하차,2022-07,39348
3489,4,428,삼각지,승차,2022-07,18166
3490,4,428,삼각지,하차,2022-07,19126
3491,4,429,신용산,승차,2022-07,39671
3492,4,429,신용산,하차,2022-07,40023
3493,4,430,이촌(국립중앙박물관),승차,2022-07,42316
3494,4,430,이촌(국립중앙박물관),하차,2022-07,44931
3495,4,431,동작(현충원),승차,2022-07,11415
3496,4,431,동작(현충원),하차,2022-07,11102
3497,4,432,총신대입구(이수),승차,2022-07,127378
3498,4,432,총신대입구(이수),하차,2022-07,133934
3499,4,433,사당,승차,2022-07,78273
3500,4,433,사당,하차,2022-07,79161
3501,4,434,남태령,승차,2022-07,7386
3502,4,434,남태령,하차,2022-07,6793
3503,5,2511,방화,승차,2022-07,41385
3504,5,2511,방화,하차,2022-07,40666
3505,5,2512,개화산,승차,2022-07,30317
3506,5,2512,개화산,하차,2022-07,30716
3507,5,2513,김포공항,승차,2022-07,31018
3508,5,2513,김포공항,하차,2022-07,34073
3509,5,2514,송정,승차,2022-07,41613
3510,5,2514,송정,하차,2022-07,39862
3511,5,2515,마곡,승차,2022-07,31626
3512,5,2515,마곡,하차,2022-07,30888
3513,5,2516,발산,승차,2022-07,74816
3514,5,2516,발산,하차,2022-07,72494
3515,5,2517,우장산,승차,2022-07,76175
3516,5,2517,우장산,하차,2022-07,79236
3517,5,2518,화곡,승차,2022-07,117088
3518,5,2518,화곡,하차,2022-07,113037
3519,5,2519,까치산,승차,2022-07,126796
3520,5,2519,까치산,하차,2022-07,127538
3521,5,2520,신정(은행정),승차,2022-07,52450
3522,5,2520,신정(은행정),하차,2022-07,51730
3523,5,2521,목동,승차,2022-07,65225
3524,5,2521,목동,하차,2022-07,65806
3525,5,2522,오목교(목동운동장앞),승차,2022-07,68509
3526,5,2522,오목교(목동운동장앞),하차,2022-07,67563
3527,5,2523,양평,승차,2022-07,22734
3528,5,2523,양평,하차,2022-07,22678
3529,5,2524,영등포구청,승차,2022-07,15484
3530,5,2524,영등포구청,하차,2022-07,15469
3531,5,2525,영등포시장,승차,2022-07,59790
3532,5,2525,영등포시장,하차,2022-07,61375
3533,5,2526,신길,승차,2022-07,8528
3534,5,2526,신길,하차,2022-07,8877
3535,5,2527,여의도,승차,2022-07,40141
3536,5,2527,여의도,하차,2022-07,37171
3537,5,2528,여의나루,승차,2022-07,24212
3538,5,2528,여의나루,하차,2022-07,23640
3539,5,2529,마포,승차,2022-07,50950
3540,5,2529,마포,하차,2022-07,50620
3541,5,2530,공덕,승차,2022-07,35636
3542,5,2530,공덕,하차,2022-07,33321
3543,5,2531,애오개,승차,2022-07,30989
3544,5,2531,애오개,하차,2022-07,30543
3545,5,2532,충정로(경기대입구),승차,2022-07,11245
3546,5,2532,충정로(경기대입구),하차,2022-07,11860
3547,5,2533,서대문,승차,2022-07,50491
3548,5,2533,서대문,하차,2022-07,46513
3549,5,2534,광화문(세종문화회관),승차,2022-07,57081
3550,5,2534,광화문(세종문화회관),하차,2022-07,55487
3551,5,2535,종로3가,승차,2022-07,79084
3552,5,2535,종로3가,하차,2022-07,81859
3553,5,2536,을지로4가,승차,2022-07,34574
3554,5,2536,을지로4가,하차,2022-07,34442
3555,5,2537,동대문역사문화공원(DDP),승차,2022-07,6795
3556,5,2537,동대문역사문화공원(DDP),하차,2022-07,7499
3557,5,2538,청구,승차,2022-07,20741
3558,5,2538,청구,하차,2022-07,16589
3559,5,2539,신금호,승차,2022-07,32056
3560,5,2539,신금호,하차,2022-07,35897
3561,5,2540,행당,승차,2022-07,41323
3562,5,2540,행당,하차,2022-07,37395
3563,5,2541,왕십리(성동구청),승차,2022-07,18405
3564,5,2541,왕십리(성동구청),하차,2022-07,18669
3565,5,2542,마장,승차,2022-07,32772
3566,5,2542,마장,하차,2022-07,31666
3567,5,2543,답십리,승차,2022-07,66087
3568,5,2543,답십리,하차,2022-07,63334
3569,5,2544,장한평,승차,2022-07,72518
3570,5,2544,장한평,하차,2022-07,74565
3571,5,2545,군자(능동),승차,2022-07,31359
3572,5,2545,군자(능동),하차,2022-07,33113
3573,5,2546,아차산(어린이대공원후문),승차,2022-07,78061
3574,5,2546,아차산(어린이대공원후문),하차,2022-07,76902
3575,5,2547,광나루(장신대),승차,2022-07,56366
3576,5,2547,광나루(장신대),하차,2022-07,53694
3577,5,2548,천호(풍납토성),승차,2022-07,110087
3578,5,2548,천호(풍납토성),하차,2022-07,113627
3579,5,2549,강동,승차,2022-07,91557
3580,5,2549,강동,하차,2022-07,89824
3581,5,2550,길동,승차,2022-07,61318
3582,5,2550,길동,하차,2022-07,63219
3583,5,2551,굽은다리(강동구민회관앞),승차,2022-07,61428
3584,5,2551,굽은다리(강동구민회관앞),하차,2022-07,57325
3585,5,2552,명일,승차,2022-07,58148
3586,5,2552,명일,하차,2022-07,60814
3587,5,2553,고덕,승차,2022-07,58732
3588,5,2553,고덕,하차,2022-07,58183
3589,5,2554,상일동,승차,2022-07,73954
3590,5,2554,상일동,하차,2022-07,72117
3591,5,2555,둔촌동,승차,2022-07,51804
3592,5,2555,둔촌동,하차,2022-07,52422
3593,5,2556,올림픽공원(한국체대),승차,2022-07,29957
3594,5,2556,올림픽공원(한국체대),하차,2022-07,27069
3595,5,2557,방이,승차,2022-07,39157
3596,5,2557,방이,하차,2022-07,39307
3597,5,2558,오금,승차,2022-07,16324
3598,5,2558,오금,하차,2022-07,15798
3599,5,2559,개롱,승차,2022-07,39716
3600,5,2559,개롱,하차,2022-07,41177
3601,5,2560,거여,승차,2022-07,51282
3602,5,2560,거여,하차,2022-07,50251
3603,5,2561,마천,승차,2022-07,44800
3604,5,2561,마천,하차,2022-07,46892
3605,5,2562,강일,승차,2022-07,26962
3606,5,2562,강일,하차,2022-07,26889
3607,5,2563,미사,승차,2022-07,60860
3608,5,2563,미사,하차,2022-07,61317
3609,5,2564,하남풍산,승차,2022-07,21286
3610,5,2564,하남풍산,하차,2022-07,21049
3611,5,2565,하남시청(덕풍·신장),승차,2022-07,53778
3612,5,2565,하남시청(덕풍·신장),하차,2022-07,55145
3613,5,2566,하남검단산,승차,2022-07,40648
3614,5,2566,하남검단산,하차,2022-07,40551
3615,6,2611,응암,승차,2022-07,92777
3616,6,2611,응암,하차,2022-07,92652
3617,6,2612,역촌,승차,2022-07,27913
3618,6,2612,역촌,하차,2022-07,25855
3619,6,2613,불광,승차,2022-07,35867
3620,6,2613,불광,하차,2022-07,29311
3621,6,2614,독바위,승차,2022-07,16883
3622,6,2614,독바위,하차,2022-07,20911
3623,6,2616,구산,승차,2022-07,41760
3624,6,2616,구산,하차,2022-07,44692
3625,6,2617,새절(신사),승차,2022-07,70338
3626,6,2617,새절(신사),하차,2022-07,70616
3627,6,2618,증산(명지대앞),승차,2022-07,56720
3628,6,2618,증산(명지대앞),하차,2022-07,57908
3629,6,2619,디지털미디어시티,승차,2022-07,44606
3630,6,2619,디지털미디어시티,하차,2022-07,45657
3631,6,2620,월드컵경기장(성산),승차,2022-07,44542
3632,6,2620,월드컵경기장(성산),하차,2022-07,43610
3633,6,2621,마포구청,승차,2022-07,59451
3634,6,2621,마포구청,하차,2022-07,54456
3635,6,2622,망원,승차,2022-07,63616
3636,6,2622,망원,하차,2022-07,66276
3637,6,2623,합정,승차,2022-07,32137
3638,6,2623,합정,하차,2022-07,29856
3639,6,2624,상수,승차,2022-07,17077
3640,6,2624,상수,하차,2022-07,17451
3641,6,2625,광흥창(서강),승차,2022-07,43165
3642,6,2625,광흥창(서강),하차,2022-07,42319
3643,6,2626,대흥(서강대앞),승차,2022-07,40941
3644,6,2626,대흥(서강대앞),하차,2022-07,40805
3645,6,2627,공덕,승차,2022-07,60440
3646,6,2627,공덕,하차,2022-07,56490
3647,6,2628,효창공원앞,승차,2022-07,29789
3648,6,2628,효창공원앞,하차,2022-07,27937
3649,6,2629,삼각지,승차,2022-07,13448
3650,6,2629,삼각지,하차,2022-07,10770
3651,6,2630,녹사평(용산구청),승차,2022-07,14623
3652,6,2630,녹사평(용산구청),하차,2022-07,14280
3653,6,2631,이태원,승차,2022-07,24717
3654,6,2631,이태원,하차,2022-07,25582
3655,6,2632,한강진,승차,2022-07,11936
3656,6,2632,한강진,하차,2022-07,11791
3657,6,2633,버티고개,승차,2022-07,11752
3658,6,2633,버티고개,하차,2022-07,13864
3659,6,2634,약수,승차,2022-07,19406
3660,6,2634,약수,하차,2022-07,18627
3661,6,2635,청구,승차,2022-07,15432
3662,6,2635,청구,하차,2022-07,18044
3663,6,2636,신당,승차,2022-07,30514
3664,6,2636,신당,하차,2022-07,30431
3665,6,2637,동묘앞,승차,2022-07,53856
3666,6,2637,동묘앞,하차,2022-07,50796
3667,6,2638,창신,승차,2022-07,15565
3668,6,2638,창신,하차,2022-07,14814
3669,6,2639,보문,승차,2022-07,24292
3670,6,2639,보문,하차,2022-07,23423
3671,6,2640,안암(고대병원앞),승차,2022-07,27928
3672,6,2640,안암(고대병원앞),하차,2022-07,26852
3673,6,2641,고려대(종암),승차,2022-07,26566
3674,6,2641,고려대(종암),하차,2022-07,26534
3675,6,2642,월곡(동덕여대),승차,2022-07,57547
3676,6,2642,월곡(동덕여대),하차,2022-07,57290
3677,6,2643,상월곡(한국과학기술연구원),승차,2022-07,32473
3678,6,2643,상월곡(한국과학기술연구원),하차,2022-07,31681
3679,6,2644,돌곶이,승차,2022-07,48823
3680,6,2644,돌곶이,하차,2022-07,47943
3681,6,2645,석계,승차,2022-07,61530
3682,6,2645,석계,하차,2022-07,62067
3683,6,2646,태릉입구,승차,2022-07,23663
3684,6,2646,태릉입구,하차,2022-07,24482
3685,6,2647,화랑대(서울여대입구),승차,2022-07,36623
3686,6,2647,화랑대(서울여대입구),하차,2022-07,33686
3687,6,2648,봉화산(서울의료원),승차,2022-07,39787
3688,6,2648,봉화산(서울의료원),하차,2022-07,39678
3689,7,2711,장암,승차,2022-07,10159
3690,7,2711,장암,하차,2022-07,7765
3691,7,2712,도봉산,승차,2022-07,41418
3692,7,2712,도봉산,하차,2022-07,58585
3693,7,2713,수락산,승차,2022-07,85044
3694,7,2713,수락산,하차,2022-07,86188
3695,7,2714,마들,승차,2022-07,70460
3696,7,2714,마들,하차,2022-07,69941
3697,7,2715,노원,승차,2022-07,98790
3698,7,2715,노원,하차,2022-07,99565
3699,7,2716,중계,승차,2022-07,66916
3700,7,2716,중계,하차,2022-07,64792
3701,7,2717,하계,승차,2022-07,84165
3702,7,2717,하계,하차,2022-07,82943
3703,7,2718,공릉(서울과학기술대),승차,2022-07,55908
3704,7,2718,공릉(서울과학기술대),하차,2022-07,56344
3705,7,2719,태릉입구,승차,2022-07,35307
3706,7,2719,태릉입구,하차,2022-07,32872
3707,7,2720,먹골,승차,2022-07,54165
3708,7,2720,먹골,하차,2022-07,55304
3709,7,2721,중화,승차,2022-07,51889
3710,7,2721,중화,하차,2022-07,52537
3711,7,2722,상봉(시외버스터미널),승차,2022-07,57021
3712,7,2722,상봉(시외버스터미널),하차,2022-07,55155
3713,7,2723,면목,승차,2022-07,77808
3714,7,2723,면목,하차,2022-07,80852
3715,7,2724,사가정,승차,2022-07,80325
3716,7,2724,사가정,하차,2022-07,80438
3717,7,2725,용마산(용마폭포공원),승차,2022-07,27749
3718,7,2725,용마산(용마폭포공원),하차,2022-07,30372
3719,7,2726,중곡,승차,2022-07,47094
3720,7,2726,중곡,하차,2022-07,47747
3721,7,2727,군자(능동),승차,2022-07,63897
3722,7,2727,군자(능동),하차,2022-07,55911
3723,7,2728,어린이대공원(세종대),승차,2022-07,31850
3724,7,2728,어린이대공원(세종대),하차,2022-07,31974
3725,7,2729,건대입구,승차,2022-07,44645
3726,7,2729,건대입구,하차,2022-07,41091
3727,7,2730,뚝섬유원지,승차,2022-07,38609
3728,7,2730,뚝섬유원지,하차,2022-07,38516
3729,7,2731,청담,승차,2022-07,63903
3730,7,2731,청담,하차,2022-07,61145
3731,7,2732,강남구청,승차,2022-07,40893
3732,7,2732,강남구청,하차,2022-07,42081
3733,7,2733,학동,승차,2022-07,49121
3734,7,2733,학동,하차,2022-07,46566
3735,7,2734,논현,승차,2022-07,36416
3736,7,2734,논현,하차,2022-07,36392
3737,7,2735,반포,승차,2022-07,29773
3738,7,2735,반포,하차,2022-07,28643
3739,7,2736,고속터미널,승차,2022-07,59699
3740,7,2736,고속터미널,하차,2022-07,52769
3741,7,2737,내방,승차,2022-07,58549
3742,7,2737,내방,하차,2022-07,56659
3743,7,2738,이수,승차,2022-07,65980
3744,7,2738,이수,하차,2022-07,63577
3745,7,2739,남성,승차,2022-07,60408
3746,7,2739,남성,하차,2022-07,60207
3747,7,2740,숭실대입구(살피재),승차,2022-07,51894
3748,7,2740,숭실대입구(살피재),하차,2022-07,53861
3749,7,2741,상도,승차,2022-07,51823
3750,7,2741,상도,하차,2022-07,49155
3751,7,2742,장승배기,승차,2022-07,56396
3752,7,2742,장승배기,하차,2022-07,57938
3753,7,2743,신대방삼거리,승차,2022-07,73836
3754,7,2743,신대방삼거리,하차,2022-07,76014
3755,7,2744,보라매,승차,2022-07,28910
3756,7,2744,보라매,하차,2022-07,29792
3757,7,2745,신풍,승차,2022-07,62593
3758,7,2745,신풍,하차,2022-07,63137
3759,7,2746,대림(구로구청),승차,2022-07,30760
3760,7,2746,대림(구로구청),하차,2022-07,30377
3761,7,2747,남구로,승차,2022-07,47471
3762,7,2747,남구로,하차,2022-07,48259
3763,7,2748,가산디지털단지,승차,2022-07,62757
3764,7,2748,가산디지털단지,하차,2022-07,58850
3765,7,2749,철산,승차,2022-07,81917
3766,7,2749,철산,하차,2022-07,81134
3767,7,2750,광명사거리,승차,2022-07,120833
3768,7,2750,광명사거리,하차,2022-07,126625
3769,7,2751,천왕,승차,2022-07,44202
3770,7,2751,천왕,하차,2022-07,43968
3771,7,2752,온수(성공회대입구),승차,2022-07,31024
3772,7,2752,온수(성공회대입구),하차,2022-07,29758
3773,8,2811,암사,승차,2022-07,84582
3774,8,2811,암사,하차,2022-07,84441
3775,8,2812,천호(풍납토성),승차,2022-07,67890
3776,8,2812,천호(풍납토성),하차,2022-07,64248
3777,8,2813,강동구청,승차,2022-07,52690
3778,8,2813,강동구청,하차,2022-07,52861
3779,8,2814,몽촌토성(평화의문),승차,2022-07,24937
3780,8,2814,몽촌토성(평화의문),하차,2022-07,24627
3781,8,2815,잠실(송파구청),승차,2022-07,60865
3782,8,2815,잠실(송파구청),하차,2022-07,59232
3783,8,2816,석촌,승차,2022-07,41035
3784,8,2816,석촌,하차,2022-07,43911
3785,8,2817,송파,승차,2022-07,50510
3786,8,2817,송파,하차,2022-07,50093
3787,8,2818,가락시장,승차,2022-07,48784
3788,8,2818,가락시장,하차,2022-07,50431
3789,8,2819,문정,승차,2022-07,46642
3790,8,2819,문정,하차,2022-07,46383
3791,8,2820,장지,승차,2022-07,63418
3792,8,2820,장지,하차,2022-07,60181
3793,8,2821,복정,승차,2022-07,30491
3794,8,2821,복정,하차,2022-07,26843
3795,8,2822,산성,승차,2022-07,25852
3796,8,2822,산성,하차,2022-07,28261
3797,8,2823,남한산성입구(성남법원.검찰청),승차,2022-07,62575
3798,8,2823,남한산성입구(성남법원.검찰청),하차,2022-07,60001
3799,8,2824,단대오거리,승차,2022-07,56452
3800,8,2824,단대오거리,하차,2022-07,55372
3801,8,2825,신흥,승차,2022-07,29782
3802,8,2825,신흥,하차,2022-07,30794
3803,8,2826,수진,승차,2022-07,37077
3804,8,2826,수진,하차,2022-07,36483
3805,8,2827,모란,승차,2022-07,43400
3806,8,2827,모란,하차,2022-07,33897
3807,8,2828,남위례,승차,2022-07,20235
3808,8,2828,남위례,하차,2022-07,20441
3809,1,150,서울역,승차,2022-08,143612
3810,1,150,서울역,하차,2022-08,137443
3811,1,151,시청,승차,2022-08,74844
3812,1,151,시청,하차,2022-08,73618
3813,1,152,종각,승차,2022-08,110924
3814,1,152,종각,하차,2022-08,102775
3815,1,153,종로3가,승차,2022-08,240470
3816,1,153,종로3가,하차,2022-08,226676
3817,1,154,종로5가,승차,2022-08,209383
3818,1,154,종로5가,하차,2022-08,201516
3819,1,155,동대문,승차,2022-08,91714
3820,1,155,동대문,하차,2022-08,91347
3821,1,156,신설동,승차,2022-08,93514
3822,1,156,신설동,하차,2022-08,90547
3823,1,157,제기동,승차,2022-08,234117
3824,1,157,제기동,하차,2022-08,253190
3825,1,158,청량리(서울시립대입구),승차,2022-08,214358
3826,1,158,청량리(서울시립대입구),하차,2022-08,218627
3827,1,159,동묘앞,승차,2022-08,111819
3828,1,159,동묘앞,하차,2022-08,113356
3829,2,201,시청,승차,2022-08,42444
3830,2,201,시청,하차,2022-08,38417
3831,2,202,을지로입구,승차,2022-08,74558
3832,2,202,을지로입구,하차,2022-08,68928
3833,2,203,을지로3가,승차,2022-08,58329
3834,2,203,을지로3가,하차,2022-08,57571
3835,2,204,을지로4가,승차,2022-08,66724
3836,2,204,을지로4가,하차,2022-08,66384
3837,2,205,동대문역사문화공원(DDP),승차,2022-08,41742
3838,2,205,동대문역사문화공원(DDP),하차,2022-08,45000
3839,2,206,신당,승차,2022-08,76195
3840,2,206,신당,하차,2022-08,77417
3841,2,207,상왕십리,승차,2022-08,51214
3842,2,207,상왕십리,하차,2022-08,52400
3843,2,208,왕십리(성동구청),승차,2022-08,39256
3844,2,208,왕십리(성동구청),하차,2022-08,33511
3845,2,209,한양대,승차,2022-08,9360
3846,2,209,한양대,하차,2022-08,9850
3847,2,210,뚝섬,승차,2022-08,44068
3848,2,210,뚝섬,하차,2022-08,44462
3849,2,211,성수,승차,2022-08,70452
3850,2,211,성수,하차,2022-08,71737
3851,2,212,건대입구,승차,2022-08,66808
3852,2,212,건대입구,하차,2022-08,69304
3853,2,213,구의(광진구청),승차,2022-08,78183
3854,2,213,구의(광진구청),하차,2022-08,79764
3855,2,214,강변(동서울터미널),승차,2022-08,93111
3856,2,214,강변(동서울터미널),하차,2022-08,91581
3857,2,215,잠실나루,승차,2022-08,67457
3858,2,215,잠실나루,하차,2022-08,68180
3859,2,216,잠실(송파구청),승차,2022-08,150630
3860,2,216,잠실(송파구청),하차,2022-08,144946
3861,2,217,잠실새내,승차,2022-08,88286
3862,2,217,잠실새내,하차,2022-08,88644
3863,2,218,종합운동장,승차,2022-08,35036
3864,2,218,종합운동장,하차,2022-08,36689
3865,2,219,삼성(무역센터),승차,2022-08,92714
3866,2,219,삼성(무역센터),하차,2022-08,85230
3867,2,220,선릉,승차,2022-08,172949
3868,2,220,선릉,하차,2022-08,153513
3869,2,221,역삼,승차,2022-08,115208
3870,2,221,역삼,하차,2022-08,116659
3871,2,222,강남,승차,2022-08,121409
3872,2,222,강남,하차,2022-08,105423
3873,2,223,교대(법원.검찰청),승차,2022-08,119811
3874,2,223,교대(법원.검찰청),하차,2022-08,133808
3875,2,224,서초,승차,2022-08,61714
3876,2,224,서초,하차,2022-08,61815
3877,2,225,방배,승차,2022-08,58148
3878,2,225,방배,하차,2022-08,57418
3879,2,226,사당,승차,2022-08,148171
3880,2,226,사당,하차,2022-08,143240
3881,2,227,낙성대(강감찬),승차,2022-08,83368
3882,2,227,낙성대(강감찬),하차,2022-08,84995
3883,2,228,서울대입구(관악구청),승차,2022-08,143392
3884,2,228,서울대입구(관악구청),하차,2022-08,136777
3885,2,229,봉천,승차,2022-08,116347
3886,2,229,봉천,하차,2022-08,117327
3887,2,230,신림,승차,2022-08,159397
3888,2,230,신림,하차,2022-08,160206
3889,2,231,신대방,승차,2022-08,93578
3890,2,231,신대방,하차,2022-08,96308
3891,2,232,구로디지털단지,승차,2022-08,131403
3892,2,232,구로디지털단지,하차,2022-08,132358
3893,2,233,대림(구로구청),승차,2022-08,94335
3894,2,233,대림(구로구청),하차,2022-08,97968
3895,2,234,신도림,승차,2022-08,157674
3896,2,234,신도림,하차,2022-08,148885
3897,2,235,문래,승차,2022-08,71759
3898,2,235,문래,하차,2022-08,71522
3899,2,236,영등포구청,승차,2022-08,73214
3900,2,236,영등포구청,하차,2022-08,72869
3901,2,237,당산,승차,2022-08,43361
3902,2,237,당산,하차,2022-08,47912
3903,2,238,합정,승차,2022-08,50537
3904,2,238,합정,하차,2022-08,50762
3905,2,239,홍대입구,승차,2022-08,70752
3906,2,239,홍대입구,하차,2022-08,67659
3907,2,240,신촌,승차,2022-08,93828
3908,2,240,신촌,하차,2022-08,93213
3909,2,241,이대,승차,2022-08,37359
3910,2,241,이대,하차,2022-08,38892
3911,2,242,아현,승차,2022-08,51438
3912,2,242,아현,하차,2022-08,51436
3913,2,243,충정로(경기대입구),승차,2022-08,37115
3914,2,243,충정로(경기대입구),하차,2022-08,36824
3915,2,244,용답,승차,2022-08,14098
3916,2,244,용답,하차,2022-08,13611
3917,2,245,신답,승차,2022-08,7692
3918,2,245,신답,하차,2022-08,8409
3919,2,246,신설동,승차,2022-08,25110
3920,2,246,신설동,하차,2022-08,26782
3921,2,247,도림천,승차,2022-08,6712
3922,2,247,도림천,하차,2022-08,7363
3923,2,248,양천구청,승차,2022-08,38045
3924,2,248,양천구청,하차,2022-08,38580
3925,2,249,신정네거리,승차,2022-08,55938
3926,2,249,신정네거리,하차,2022-08,57330
3927,2,250,용두(동대문구청),승차,2022-08,18874
3928,2,250,용두(동대문구청),하차,2022-08,19763
3929,3,309,지축,승차,2022-08,21681
3930,3,309,지축,하차,2022-08,21053
3931,3,310,구파발,승차,2022-08,95647
3932,3,310,구파발,하차,2022-08,93250
3933,3,311,연신내,승차,2022-08,206724
3934,3,311,연신내,하차,2022-08,201066
3935,3,312,불광,승차,2022-08,114017
3936,3,312,불광,하차,2022-08,125419
3937,3,313,녹번,승차,2022-08,60821
3938,3,313,녹번,하차,2022-08,60112
3939,3,314,홍제,승차,2022-08,112319
3940,3,314,홍제,하차,2022-08,111200
3941,3,315,무악재,승차,2022-08,24300
3942,3,315,무악재,하차,2022-08,26512
3943,3,316,독립문,승차,2022-08,52374
3944,3,316,독립문,하차,2022-08,51421
3945,3,317,경복궁(정부서울청사),승차,2022-08,72979
3946,3,317,경복궁(정부서울청사),하차,2022-08,73673
3947,3,318,안국,승차,2022-08,69796
3948,3,318,안국,하차,2022-08,71597
3949,3,319,종로3가,승차,2022-08,46320
3950,3,319,종로3가,하차,2022-08,51422
3951,3,320,을지로3가,승차,2022-08,39497
3952,3,320,을지로3가,하차,2022-08,36572
3953,3,322,동대입구,승차,2022-08,26947
3954,3,322,동대입구,하차,2022-08,29359
3955,3,323,약수,승차,2022-08,65166
3956,3,323,약수,하차,2022-08,61906
3957,3,324,금호,승차,2022-08,44158
3958,3,324,금호,하차,2022-08,43697
3959,3,325,옥수,승차,2022-08,48937
3960,3,325,옥수,하차,2022-08,49348
3961,3,326,압구정,승차,2022-08,108251
3962,3,326,압구정,하차,2022-08,106343
3963,3,327,신사,승차,2022-08,53650
3964,3,327,신사,하차,2022-08,52064
3965,3,328,잠원,승차,2022-08,24970
3966,3,328,잠원,하차,2022-08,24030
3967,3,329,고속터미널,승차,2022-08,156335
3968,3,329,고속터미널,하차,2022-08,149786
3969,3,330,교대(법원.검찰청),승차,2022-08,55019
3970,3,330,교대(법원.검찰청),하차,2022-08,34242
3971,3,331,남부터미널(예술의전당),승차,2022-08,91685
3972,3,331,남부터미널(예술의전당),하차,2022-08,92055
3973,3,332,양재(서초구청),승차,2022-08,114441
3974,3,332,양재(서초구청),하차,2022-08,114993
3975,3,333,매봉,승차,2022-08,50552
3976,3,333,매봉,하차,2022-08,47406
3977,3,334,도곡,승차,2022-08,19626
3978,3,334,도곡,하차,2022-08,18632
3979,3,335,대치,승차,2022-08,53786
3980,3,335,대치,하차,2022-08,51714
3981,3,336,학여울,승차,2022-08,13982
3982,3,336,학여울,하차,2022-08,13757
3983,3,337,대청,승차,2022-08,47083
3984,3,337,대청,하차,2022-08,45792
3985,3,338,일원,승차,2022-08,50430
3986,3,338,일원,하차,2022-08,50087
3987,3,339,수서,승차,2022-08,78673
3988,3,339,수서,하차,2022-08,78141
3989,3,340,가락시장,승차,2022-08,62250
3990,3,340,가락시장,하차,2022-08,61031
3991,3,341,경찰병원,승차,2022-08,33921
3992,3,341,경찰병원,하차,2022-08,34997
3993,3,342,오금,승차,2022-08,22739
3994,3,342,오금,하차,2022-08,22324
3995,4,409,당고개,승차,2022-08,59316
3996,4,409,당고개,하차,2022-08,58936
3997,4,410,상계,승차,2022-08,90878
3998,4,410,상계,하차,2022-08,89645
3999,4,411,노원,승차,2022-08,68792
4000,4,411,노원,하차,2022-08,68435
4001,4,412,창동,승차,2022-08,160363
4002,4,412,창동,하차,2022-08,167248
4003,4,413,쌍문,승차,2022-08,128823
4004,4,413,쌍문,하차,2022-08,127702
4005,4,414,수유(강북구청),승차,2022-08,144841
4006,4,414,수유(강북구청),하차,2022-08,146183
4007,4,415,미아(서울사이버대학),승차,2022-08,86399
4008,4,415,미아(서울사이버대학),하차,2022-08,87318
4009,4,416,미아사거리,승차,2022-08,141640
4010,4,416,미아사거리,하차,2022-08,142664
4011,4,417,길음,승차,2022-08,93571
4012,4,417,길음,하차,2022-08,94181
4013,4,418,성신여대입구(돈암),승차,2022-08,65872
4014,4,418,성신여대입구(돈암),하차,2022-08,64883
4015,4,419,한성대입구(삼선교),승차,2022-08,56595
4016,4,419,한성대입구(삼선교),하차,2022-08,55299
4017,4,420,혜화,승차,2022-08,97883
4018,4,420,혜화,하차,2022-08,97828
4019,4,421,동대문,승차,2022-08,111497
4020,4,421,동대문,하차,2022-08,107939
4021,4,422,동대문역사문화공원(DDP),승차,2022-08,43826
4022,4,422,동대문역사문화공원(DDP),하차,2022-08,38721
4023,4,423,충무로,승차,2022-08,84746
4024,4,423,충무로,하차,2022-08,86216
4025,4,424,명동,승차,2022-08,46510
4026,4,424,명동,하차,2022-08,47803
4027,4,425,회현(남대문시장),승차,2022-08,145826
4028,4,425,회현(남대문시장),하차,2022-08,145925
4029,4,426,서울역,승차,2022-08,28429
4030,4,426,서울역,하차,2022-08,34905
4031,4,427,숙대입구(갈월),승차,2022-08,40478
4032,4,427,숙대입구(갈월),하차,2022-08,37859
4033,4,428,삼각지,승차,2022-08,17783
4034,4,428,삼각지,하차,2022-08,18360
4035,4,429,신용산,승차,2022-08,38795
4036,4,429,신용산,하차,2022-08,38942
4037,4,430,이촌(국립중앙박물관),승차,2022-08,41107
4038,4,430,이촌(국립중앙박물관),하차,2022-08,43652
4039,4,431,동작(현충원),승차,2022-08,11066
4040,4,431,동작(현충원),하차,2022-08,10949
4041,4,432,총신대입구(이수),승차,2022-08,121680
4042,4,432,총신대입구(이수),하차,2022-08,128051
4043,4,433,사당,승차,2022-08,71215
4044,4,433,사당,하차,2022-08,70772
4045,4,434,남태령,승차,2022-08,7120
4046,4,434,남태령,하차,2022-08,6629
4047,5,2511,방화,승차,2022-08,39276
4048,5,2511,방화,하차,2022-08,38631
4049,5,2512,개화산,승차,2022-08,29049
4050,5,2512,개화산,하차,2022-08,29588
4051,5,2513,김포공항,승차,2022-08,28826
4052,5,2513,김포공항,하차,2022-08,31562
4053,5,2514,송정,승차,2022-08,39687
4054,5,2514,송정,하차,2022-08,38509
4055,5,2515,마곡,승차,2022-08,30376
4056,5,2515,마곡,하차,2022-08,29815
4057,5,2516,발산,승차,2022-08,71536
4058,5,2516,발산,하차,2022-08,69342
4059,5,2517,우장산,승차,2022-08,74320
4060,5,2517,우장산,하차,2022-08,77440
4061,5,2518,화곡,승차,2022-08,114986
4062,5,2518,화곡,하차,2022-08,110761
